state,rainfall_24h_mm,rain_3d_mm,rain_7d_mm,slope_deg,historical_incidents_90d,nearest_river,river_danger_level_m,river_danger_level_is_official,present_river_level_m,river_level_ratio,blocked,month
Assam,59.35843,59.61246669,173.1570915,7.4,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,84.56,0.8,1,8
Manipur,13.048176,29.81825972,59.38880801,9,0,Doyang,18,FALSE,12.08,0.671,1,6
Sikkim,52.98196,128.0301552,323.2416496,25.7,0,Teesta,15,FALSE,12.38,0.825,1,7
Meghalaya,47.214355,159.1427231,296.0274124,20,3,Barak,20.5,FALSE,19.58,0.955,0,6
Mizoram,34.999256,76.8215065,99.03763586,17.7,1,Tlawng,9,FALSE,4.98,0.553,1,8
Arunachal Pradesh,1.6001973,13.44468096,55.12068442,23.4,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,109.4,1.035,1,8
Tripura,120.83721,162.7144413,167.5581808,17.1,0,Gomti,12,FALSE,5.89,0.491,1,5
Arunachal Pradesh,4.9364457,60.38616419,269.6585622,31.3,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,89,0.842,0,6
Manipur,3.6830316,3.683031559,12.91131742,14,0,Imphal River,8,FALSE,4.39,0.549,1,9
Manipur,0.5405782,0.540578187,0.540578187,20.7,2,Barak,20.5,FALSE,6.31,0.308,0,12
Assam,77.450226,104.76826,222.3158846,5,0,Subansiri,42,FALSE,40.78,0.971,1,7
Nagaland,0,0,0.919547498,17.2,0,Brahmaputra (Neamatighat gauge),85.05,TRUE,28.32,0.333,0,2
Meghalaya,68.11089,118.0203485,515.5210142,18.7,0,Brahmaputra (Guwahati gauge),49.68,TRUE,47.25,0.951,1,6
Assam,139.02184,188.1354065,260.9418635,4.5,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,88.58,0.838,1,8
Arunachal Pradesh,0,0,8.10844779,15.3,1,Dikrong,14,FALSE,5.99,0.428,1,1
Meghalaya,53.40325,85.1723001,349.7061889,15.7,1,Brahmaputra (Dhubri gauge),28.62,TRUE,24.61,0.86,1,6
Assam,0.22730394,0.227303937,5.017857149,5,0,Brahmaputra (Tezpur gauge),65.23,TRUE,18.2,0.279,0,4
Arunachal Pradesh,34.026123,94.63718128,191.6404061,28.1,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,89.32,0.845,0,8
Arunachal Pradesh,0,0,12.63461781,33.2,2,Brahmaputra (Dibrugarh gauge),105.7,TRUE,32.03,0.303,0,12
Assam,1.6771711,16.13196504,22.11111259,6.9,0,Brahmaputra (Guwahati gauge),49.68,TRUE,22.85,0.46,1,5
Arunachal Pradesh,55.63192,204.8626938,227.0828087,29.7,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,86.15,0.815,1,6
Arunachal Pradesh,3.4786909,4.325951338,34.68380272,28.9,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,112.78,1.067,1,8
Mizoram,0,10.75018311,10.75018311,23,0,Tlawng,9,FALSE,4.45,0.494,1,4
Nagaland,19.315569,72.61767006,180.5402713,10.6,0,Brahmaputra (Neamatighat gauge),85.05,TRUE,51.54,0.606,1,9
Manipur,0.74313366,7.486318298,34.09517235,10.7,0,Imphal River,8,FALSE,3.75,0.469,1,7
Nagaland,0,0,0,16.7,3,Dhansiri,40,FALSE,29.68,0.742,1,2
Sikkim,15.528187,36.93210888,117.4256136,29.2,0,Teesta,15,FALSE,16.05,1.07,1,7
Nagaland,57.25881,97.81918555,128.8130766,20.1,1,Dhansiri,40,FALSE,24.84,0.621,1,5
Meghalaya,72.971176,144.4831505,183.2980917,24.9,0,Brahmaputra (Guwahati gauge),49.68,TRUE,40.09,0.807,0,6
Assam,29.2864,157.794754,369.7076087,5.4,0,Dikrong,14,FALSE,13.57,0.969,1,7
Assam,19.622015,82.2201786,127.3708348,5.7,1,Manas,33,FALSE,33.96,1.029,1,7
Arunachal Pradesh,0,0,0,17.1,2,Brahmaputra (Tezpur gauge),65.23,TRUE,33.2,0.509,1,1
Tripura,0.5670882,0.567088187,0.567088187,20.2,1,Gomti,12,FALSE,4.37,0.364,0,1
Meghalaya,275.64966,308.721817,392.7693676,19.7,0,Brahmaputra (Goalpara gauge),36.27,TRUE,44.14,1.217,1,5
Meghalaya,216.15656,456.160675,556.2781133,18.6,2,Brahmaputra (Dhubri gauge),28.62,TRUE,31.11,1.087,1,6
Manipur,0.5032731,20.30418745,33.03814796,23.5,0,Barak,20.5,FALSE,19.56,0.954,1,9
Meghalaya,0,0,550.4439774,18.6,2,Brahmaputra (Dhubri gauge),28.62,TRUE,32.71,1.143,1,6
Tripura,3.620989,8.2110129,33.81814486,20.2,1,Gomti,12,FALSE,11.21,0.934,0,8
Assam,0,6.669877052,9.180000067,5.9,0,Brahmaputra (Dhubri gauge),28.62,TRUE,18.4,0.643,0,9
Arunachal Pradesh,0,0,0,28.8,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,88.79,0.84,1,3
Sikkim,88.898094,129.6901007,233.1439981,25.7,0,Teesta,15,FALSE,12.09,0.806,1,8
Manipur,6.5723953,23.2971859,117.1143646,17.5,1,Barak,20.5,FALSE,21.85,1.066,1,8
Manipur,0,23.69157982,32.69053587,17.5,1,Imphal River,8,FALSE,4.47,0.559,0,9
Arunachal Pradesh,0,13.4213171,62.89745456,27.8,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,106.55,1.008,1,8
Assam,138.14673,297.8674574,310.3383436,9.1,1,Khowai,10,FALSE,9.04,0.904,1,5
Arunachal Pradesh,0,0,0,15.9,0,Subansiri,42,FALSE,15.12,0.36,1,12
Meghalaya,118.62878,229.2010841,250.7363536,20.2,0,Brahmaputra (Guwahati gauge),49.68,TRUE,46.75,0.941,1,7
Sikkim,0,0,11.18079019,27.7,0,Teesta,15,FALSE,6.54,0.436,1,4
Sikkim,72.959885,107.9276085,146.7988575,29.2,0,Teesta,15,FALSE,7.74,0.516,1,5
Arunachal Pradesh,0.22851442,4.222339854,5.565595254,28.5,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,101.37,0.959,1,8
Nagaland,16.816547,24.19548035,125.5185814,14.6,1,Brahmaputra (Neamatighat gauge),85.05,TRUE,68.72,0.808,0,7
Tripura,14.63874,112.6133184,301.0009441,16,0,Gomti,12,FALSE,11.18,0.932,1,8
Assam,101.766884,119.3175728,288.1529972,7.1,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,111.94,1.059,1,7
Arunachal Pradesh,25.831156,48.76335621,56.37604296,29.1,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,99.25,0.939,1,11
Assam,98.89344,197.5391731,290.7566011,6.7,1,Brahmaputra (Dhubri gauge),28.62,TRUE,29.97,1.047,1,6
Nagaland,7.731211,37.12343168,72.35080099,12.7,1,Brahmaputra (Neamatighat gauge),85.05,TRUE,82.33,0.968,1,9
Tripura,82.204285,82.20428467,83.93590713,17.2,0,Gomti,12,FALSE,6.98,0.582,1,5
Meghalaya,57.590702,83.87925911,195.1073824,16.4,0,Brahmaputra (Dhubri gauge),28.62,TRUE,19.18,0.67,0,5
Arunachal Pradesh,28.314497,88.57844353,119.2747777,31.6,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,105.7,1,1,8
Meghalaya,161.32082,240.2977676,251.9363203,16.4,0,Brahmaputra (Dhubri gauge),28.62,TRUE,21.67,0.757,1,5
Tripura,23.514093,49.22695303,180.0210805,13.3,2,Khowai,10,FALSE,6.3,0.63,0,8
Sikkim,64.81836,167.735672,167.735672,25.5,2,Teesta,15,FALSE,11.46,0.764,1,9
Meghalaya,0,0,0,15.7,1,Brahmaputra (Dhubri gauge),28.62,TRUE,11.79,0.412,0,3
Nagaland,0,4.611048222,25.53356409,20.5,0,Kopili,30,FALSE,14.19,0.473,0,4
Meghalaya,74.021454,401.8478012,446.5818325,24.7,2,Brahmaputra (Goalpara gauge),36.27,TRUE,39.97,1.102,1,7
Assam,2.7620535,9.532870054,14.64727506,2,0,Dikrong,14,FALSE,6.64,0.474,1,5
Assam,0.13201202,2.244204417,24.37901084,6.7,0,Kopili,30,FALSE,31.2,1.04,1,6
Nagaland,0,0,0.483766139,13.6,0,Doyang,18,FALSE,7.96,0.442,0,12
Arunachal Pradesh,0.6645427,3.073509932,20.28602755,24.8,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,59.19,0.56,1,8
Manipur,0,0,0,17.5,1,Imphal River,8,FALSE,2.67,0.334,0,2
Mizoram,13.493569,69.95914173,99.09758854,19.7,0,Barak,20.5,FALSE,19,0.927,1,7
Arunachal Pradesh,67.55142,131.8518372,161.7145082,34,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,66.17,0.626,1,10
Arunachal Pradesh,0.015689887,13.02789978,57.77683321,30.3,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,42.7,0.404,0,10
Sikkim,15.668738,37.56346226,76.28324318,31,1,Teesta,15,FALSE,10.41,0.694,0,7
Assam,0,0,0,4.4,1,Brahmaputra (Tezpur gauge),65.23,TRUE,47.75,0.732,0,11
Sikkim,0,7.844236374,31.53520012,32.4,0,Teesta,15,FALSE,8.42,0.561,0,9
Manipur,0,0,0,13.2,1,Doyang,18,FALSE,8.03,0.446,0,1
Nagaland,0,1.777218938,2.528059721,17.8,0,Dikrong,14,FALSE,7.27,0.519,1,3
Manipur,55.082237,91.98833227,111.0738578,20.6,2,Barak,20.5,FALSE,12.26,0.598,1,6
Tripura,55.166107,106.7022449,178.4716765,18,1,Gomti,12,FALSE,8.57,0.714,0,8
Sikkim,52.965588,119.7770462,370.3948517,31,1,Teesta,15,FALSE,15.06,1.004,1,6
Arunachal Pradesh,0,0,0,33.2,2,Brahmaputra (Dibrugarh gauge),105.7,TRUE,38.37,0.363,0,12
Mizoram,0.6168507,0.616850674,30.08865815,20.2,0,Tlawng,9,FALSE,8.22,0.913,0,11
Assam,0,0,0,9.1,1,Khowai,10,FALSE,2.96,0.296,1,3
Manipur,0,0,0,17.3,1,Barak,20.5,FALSE,6.29,0.307,1,1
Nagaland,0,0.285800964,47.09303787,21.7,0,Dhansiri,40,FALSE,26.4,0.66,0,6
Arunachal Pradesh,15.820979,357.1984205,528.6098127,29.4,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,108.87,1.03,0,7
Assam,0,0,0,4.6,1,Brahmaputra (Goalpara gauge),36.27,TRUE,14.29,0.394,0,1
Tripura,0,0,0,13.5,0,Khowai,10,FALSE,9.51,0.951,1,1
Sikkim,55.86011,117.9623528,361.8023052,29.8,2,Teesta,15,FALSE,14.92,0.995,1,6
Manipur,0,0,0.086301848,20.7,2,Barak,20.5,FALSE,6.48,0.316,1,12
Arunachal Pradesh,8.043755,53.55653572,61.1169804,9.4,0,Dikrong,14,FALSE,11.34,0.81,0,8
Sikkim,104.75963,215.7974815,286.7401643,25.5,2,Teesta,15,FALSE,14.25,0.95,1,8
Manipur,0.4332461,0.433246106,0.433246106,13.2,1,Doyang,18,FALSE,5.53,0.307,0,2
Meghalaya,0,0,0,19.2,1,Kopili,30,FALSE,13.86,0.462,1,2
Meghalaya,0,0,42.58121403,20.2,0,Brahmaputra (Guwahati gauge),49.68,TRUE,20.82,0.419,0,12
Sikkim,44.370403,99.11009026,248.8514881,29.8,2,Teesta,15,FALSE,18.08,1.205,1,7
Tripura,19.854534,31.70780277,55.83300257,16,0,Gomti,12,FALSE,4.97,0.414,0,8
Nagaland,0,5.854883432,10.67334628,16.8,2,Brahmaputra (Dibrugarh gauge),105.7,TRUE,42.49,0.402,1,3
Mizoram,0,2.670013428,7.661864877,19.7,0,Barak,20.5,FALSE,18.51,0.903,0,9
Assam,112.92089,152.8269539,288.7705765,6.8,1,Brahmaputra (Goalpara gauge),36.27,TRUE,34.82,0.96,1,6
Assam,5.94967,53.55873966,70.18635404,11.2,0,Brahmaputra (Dhubri gauge),28.62,TRUE,15.94,0.557,1,9
Manipur,55.94791,65.2246244,75.72564018,15.9,3,Imphal River,8,FALSE,3.24,0.405,0,5
Arunachal Pradesh,5.2198596,5.2198596,7.043080032,16.9,2,Dikrong,14,FALSE,9.49,0.678,1,3
Meghalaya,18.320288,37.00257683,300.7382755,21.6,0,Brahmaputra (Goalpara gauge),36.27,TRUE,30.83,0.85,1,7
Mizoram,122.79881,188.4194546,204.5674571,25.4,3,Tlawng,9,FALSE,6.89,0.766,0,5
Assam,0,2.133136034,8.95979315,11.2,0,Brahmaputra (Dhubri gauge),28.62,TRUE,16.83,0.588,0,9
Meghalaya,132.43427,202.9951572,214.2313696,15.9,1,Brahmaputra (Dhubri gauge),28.62,TRUE,15.54,0.543,1,5
Arunachal Pradesh,11.017356,11.01735592,15.3653698,23,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,105.91,1.002,0,6
Meghalaya,40.750317,216.0957489,393.9242735,27.5,3,Brahmaputra (Guwahati gauge),49.68,TRUE,49.38,0.994,0,6
Nagaland,22.887604,51.17784595,62.95206547,10.6,0,Brahmaputra (Neamatighat gauge),85.05,TRUE,49.07,0.577,0,9
Meghalaya,56.794647,173.2062912,506.8754664,24.9,0,Brahmaputra (Guwahati gauge),49.68,TRUE,54.9,1.105,0,6
Arunachal Pradesh,63.020893,141.4806614,294.1935358,28.6,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,99.89,0.945,0,7
Arunachal Pradesh,1.5456237,3.309372783,3.309372783,27.1,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,86.57,0.819,1,9
Arunachal Pradesh,0,22.99999809,161.5,35.6,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,109.08,1.032,1,9
Meghalaya,3.497341,96.22907424,236.4253874,19.7,0,Brahmaputra (Goalpara gauge),36.27,TRUE,42.44,1.17,0,8
Arunachal Pradesh,10.442396,26.00344324,37.08113198,28.6,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,90.37,0.855,0,9
Tripura,105.97327,238.3235855,348.7558587,13.5,0,Khowai,10,FALSE,11.51,1.151,0,6
Arunachal Pradesh,56.582718,62.46527016,429.2830077,28.6,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,108.34,1.025,1,7
Meghalaya,178.35977,252.1019573,281.9432013,19.7,1,Brahmaputra (Goalpara gauge),36.27,TRUE,38.16,1.052,1,7
Assam,0,10.48133349,29.18106866,3.8,0,Subansiri,42,FALSE,19.32,0.46,0,10
Manipur,36.792015,41.44390929,55.62864804,9.7,0,Doyang,18,FALSE,11.14,0.619,1,9
Tripura,0,0,0,17.3,0,Gomti,12,FALSE,4.69,0.391,1,4
Meghalaya,0,0,2.819740772,19.1,1,Barak,20.5,FALSE,9.35,0.456,1,4
Arunachal Pradesh,66.53294,140.1844425,275.3552999,18.6,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,99.99,0.946,1,7
Manipur,20.337772,23.45895219,27.39710505,13.9,1,Imphal River,8,FALSE,4.14,0.517,1,4
Assam,0,0,1.830910802,6.5,0,Manas,33,FALSE,14.45,0.438,0,12
Tripura,4.212399,23.03335905,190.6762552,14.9,0,Gomti,12,FALSE,9.83,0.819,1,7
Meghalaya,0,3.582216382,14.82291412,18.7,0,Brahmaputra (Guwahati gauge),49.68,TRUE,21.01,0.423,0,4
Arunachal Pradesh,0,1.559491396,49.82679629,16.5,1,Dikrong,14,FALSE,8.48,0.606,0,6
Assam,3.184622,34.927953,88.32915807,7.1,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,63.74,0.603,0,9
Assam,0,0,0.804839671,8.1,2,Kopili,30,FALSE,10.74,0.358,1,3
Mizoram,15.18942,76.43324375,194.2933915,23.3,0,Tlawng,9,FALSE,7.55,0.839,1,6
Mizoram,15.883006,50.50720215,125.5418594,25,1,Tlawng,9,FALSE,5.7,0.633,0,8
Sikkim,34.842506,70.85822582,99.56571388,29.8,2,Teesta,15,FALSE,11.76,0.784,1,5
Arunachal Pradesh,4.7363677,17.32106543,20.37275511,26.2,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,45.56,0.431,0,4
Arunachal Pradesh,64.93993,187.7968502,254.3631191,29.3,2,Brahmaputra (Dibrugarh gauge),105.7,TRUE,108.34,1.025,1,7
Arunachal Pradesh,95.00129,230.9392281,454.2011709,22.5,2,Brahmaputra (Dibrugarh gauge),105.7,TRUE,108.55,1.027,0,7
Assam,50.866863,64.21314049,193.5471554,4.7,0,Subansiri,42,FALSE,30.28,0.721,1,8
Arunachal Pradesh,1.7817658,2.26420003,54.1906572,18.4,2,Subansiri,42,FALSE,21.04,0.501,1,10
Assam,0,0,3.543831587,4.6,1,Brahmaputra (Goalpara gauge),36.27,TRUE,17.7,0.488,1,9
Arunachal Pradesh,0.6519706,1.020395428,40.39493766,20.6,2,Dikrong,14,FALSE,7.81,0.558,1,6
Arunachal Pradesh,24.37168,103.7393093,415.8580125,28.1,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,104.22,0.986,1,7
Assam,61.239548,143.6520996,170.3903848,5.1,1,Kopili,30,FALSE,24.24,0.808,1,6
Arunachal Pradesh,112.31638,176.3958664,200.0064888,25.5,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,68.39,0.647,1,5
Mizoram,0.9028377,6.831292927,25.39517719,24.7,1,Tlawng,9,FALSE,8.59,0.954,0,7
Arunachal Pradesh,0,44.59586239,44.59586239,24.8,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,35.62,0.337,1,3
Meghalaya,0,0,0,20.4,1,Barak,20.5,FALSE,7.38,0.36,1,1
Meghalaya,60.76784,84.49899673,103.8262889,25.6,0,Brahmaputra (Guwahati gauge),49.68,TRUE,29.16,0.587,1,6
Mizoram,0,0,0,23.3,0,Tlawng,9,FALSE,3.23,0.359,0,3
Manipur,0.3455079,7.863926083,118.6219474,16.8,0,Barak,20.5,FALSE,20.58,1.004,0,7
Arunachal Pradesh,63.60414,84.99040371,138.6195339,29.7,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,56.23,0.532,1,3
Manipur,62.01071,69.02008867,77.64530265,17.1,2,Imphal River,8,FALSE,4.7,0.587,1,8
Assam,0,0.382251501,0.382251501,5.4,0,Manas,33,FALSE,14.29,0.433,0,1
Mizoram,16.640848,16.64084816,16.64084816,23,2,Khowai,10,FALSE,3.3,0.33,0,4
Assam,0.17862104,17.43879889,86.4369316,3.3,0,Subansiri,42,FALSE,19.24,0.458,0,4
Mizoram,0,0,0,23.3,0,Tlawng,9,FALSE,3.89,0.432,1,12
Manipur,4.9616685,13.53466153,270.2933323,10.7,0,Imphal River,8,FALSE,10.11,1.264,1,6
Nagaland,0,0,0,12.7,1,Brahmaputra (Neamatighat gauge),85.05,TRUE,61.32,0.721,1,12
Meghalaya,38.69356,209.1371574,249.1548176,22.4,0,Brahmaputra (Dhubri gauge),28.62,TRUE,25.39,0.887,1,5
Arunachal Pradesh,28.341621,92.02596283,134.0006771,27.2,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,38.9,0.368,1,5
Meghalaya,0,1.505375504,20.15201914,23.4,0,Barak,20.5,FALSE,7.97,0.389,0,4
Meghalaya,0,0,0,16.4,0,Brahmaputra (Dhubri gauge),28.62,TRUE,10.7,0.374,0,1
Tripura,63.852516,362.8624878,427.1436708,16,0,Gomti,12,FALSE,14.59,1.216,1,8
Tripura,50.548203,104.0432835,257.5832176,16.3,0,Gomti,12,FALSE,9.78,0.815,1,6
Mizoram,9.301816,29.66974378,150.4064419,24.8,0,Tlawng,9,FALSE,7.79,0.866,1,9
Assam,0.018434437,0.018434437,5.635179067,5,0,Brahmaputra (Tezpur gauge),65.23,TRUE,28.24,0.433,0,4
Assam,61.2652,210.2931786,249.1913263,7.7,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,104.22,0.986,1,7
Mizoram,16.253424,129.593565,369.2665749,17.7,1,Tlawng,9,FALSE,9.94,1.104,1,6
Meghalaya,0,0,7.920146704,19.6,0,Kopili,30,FALSE,14.46,0.482,0,4
Tripura,14.450685,76.71509075,167.6008263,13.5,0,Gomti,12,FALSE,10.24,0.853,1,8
Arunachal Pradesh,0,13.6546142,199.3421295,26.3,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,64.05,0.606,1,5
Arunachal Pradesh,0,0,0.006619435,29.9,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,28.96,0.274,1,10
Sikkim,3.538136,44.50106764,110.4412423,27.7,0,Teesta,15,FALSE,9.68,0.645,0,6
Tripura,13.812175,28.96786499,214.7486229,14.8,2,Khowai,10,FALSE,6.89,0.689,0,6
Nagaland,0,0,0,21.7,0,Dhansiri,40,FALSE,16.16,0.404,1,12
Sikkim,0,5.661068439,43.25379825,31,1,Teesta,15,FALSE,6.5,0.433,1,3
Mizoram,0,0,0,20.3,0,Tlawng,9,FALSE,3.34,0.371,0,1
Arunachal Pradesh,0,0,0,15.3,1,Dikrong,14,FALSE,5.87,0.419,0,11
Manipur,9.121759,42.20979214,85.347682,17.3,1,Barak,20.5,FALSE,21.26,1.037,1,6
Arunachal Pradesh,67.00383,103.6201181,217.6211874,31.1,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,86.36,0.817,1,8
Mizoram,55.8653,65.32476234,65.92807215,23.1,2,Khowai,10,FALSE,4.79,0.479,1,9
Sikkim,0,0,0,31,1,Teesta,15,FALSE,6.96,0.464,0,10
Arunachal Pradesh,2.6553125,6.035881639,18.492823,29.9,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,65.96,0.624,1,6
Arunachal Pradesh,63.118645,104.0024624,142.5143104,27.4,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,45.35,0.429,0,4
Arunachal Pradesh,12.527973,39.4370203,251.4100771,18.1,0,Subansiri,42,FALSE,35.15,0.837,1,6
Sikkim,71.31293,190.517067,310.5679684,25.5,2,Teesta,15,FALSE,14.61,0.974,1,6
Tripura,0,17.84733582,92.00041647,17.1,0,Gomti,12,FALSE,6.38,0.532,0,7
Arunachal Pradesh,0,0,0,28.6,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,36.57,0.346,1,12
Manipur,15.867583,77.59894967,237.4069648,15.3,0,Imphal River,8,FALSE,6.84,0.855,0,6
Arunachal Pradesh,0.08726593,64.80335327,76.16346156,25.9,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,42.28,0.4,0,3
Manipur,0,0.179629907,3.620654985,20.7,2,Barak,20.5,FALSE,7.05,0.344,0,4
Arunachal Pradesh,2.4929087,2.555508323,3.895948477,15.9,0,Subansiri,42,FALSE,24.74,0.589,1,9
Arunachal Pradesh,92.63756,145.852932,195.7967793,26.3,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,61.31,0.58,1,5
Arunachal Pradesh,56.199997,56.59999692,113.7999929,35.6,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,69.87,0.661,1,7
Arunachal Pradesh,0,32.10647964,40.67458153,30.5,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,36.26,0.343,0,1
Tripura,0,4.90394634,10.09695572,20.2,1,Gomti,12,FALSE,9.18,0.765,1,9
Assam,67.233345,74.17288923,74.17288923,11.2,0,Brahmaputra (Dhubri gauge),28.62,TRUE,14.6,0.51,1,9
Sikkim,11.211742,113.8521905,344.8848443,33.6,1,Teesta,15,FALSE,13,0.867,1,7
Manipur,0,0,0,11.2,0,Imphal River,8,FALSE,2.9,0.363,1,1
Arunachal Pradesh,0,0,0.395546809,30.3,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,117.33,1.11,1,6
Mizoram,72.909256,240.5050278,343.5850196,24.2,1,Tlawng,9,FALSE,9.67,1.074,1,6
Mizoram,1.515184,2.751156032,38.03635535,19.7,0,Barak,20.5,FALSE,20.07,0.979,0,7
Sikkim,0,0,0,33.6,1,Teesta,15,FALSE,5.38,0.359,1,2
Arunachal Pradesh,0,0,0,9.4,0,Dikrong,14,FALSE,3.04,0.217,0,1
Nagaland,0,2.106585085,13.73216236,19.5,0,Kopili,30,FALSE,12.36,0.412,0,10
Manipur,55.99459,151.5274658,207.8163328,20.6,2,Barak,20.5,FALSE,15.11,0.737,1,7
Meghalaya,122.0107,122.1338869,161.5586324,22.4,0,Brahmaputra (Dhubri gauge),28.62,TRUE,21.44,0.749,0,8
Arunachal Pradesh,4.8921194,7.507664084,16.33492825,17.4,1,Dikrong,14,FALSE,6.83,0.488,0,8
Assam,45.566017,46.91326764,76.32196191,8.4,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,106.44,1.007,0,8
Nagaland,0.85478234,13.21968007,35.35487723,21.7,0,Dhansiri,40,FALSE,17.04,0.426,1,10
Arunachal Pradesh,93.50351,147.5795181,192.8752404,30.3,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,54.33,0.514,1,5
Nagaland,25.91438,57.72010136,72.46163481,13.3,0,Doyang,18,FALSE,15.12,0.84,0,9
Assam,17.166256,103.3248405,240.3279762,7.6,2,Brahmaputra (Tezpur gauge),65.23,TRUE,57.92,0.888,0,6
Arunachal Pradesh,0,0,0,24.8,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,52.85,0.5,0,6
Mizoram,87.006836,220.3354111,310.8108053,23.4,1,Tlawng,9,FALSE,7.88,0.875,1,6
Assam,81.37634,235.5085182,364.2526569,6.5,0,Brahmaputra (Dhubri gauge),28.62,TRUE,27.36,0.956,1,6
Assam,22.36466,26.16283655,30.55338234,11.2,0,Brahmaputra (Dhubri gauge),28.62,TRUE,14.4,0.503,0,8
Manipur,10.290428,18.11096144,75.46986341,18,0,Imphal River,8,FALSE,8.56,1.07,1,6
Arunachal Pradesh,45.848213,82.26405716,126.1437922,30.3,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,101.79,0.963,1,6
Meghalaya,30.629112,66.88599014,206.6562424,20.2,0,Brahmaputra (Guwahati gauge),49.68,TRUE,30.8,0.62,1,6
Mizoram,0.038864855,0.244624335,82.53373929,23.4,0,Tlawng,9,FALSE,9.03,1.003,1,11
Tripura,0,2.898410946,27.29297742,14.6,0,Gomti,12,FALSE,4.09,0.341,0,4
Arunachal Pradesh,2.4167507,8.164737463,10.1239661,9.4,0,Dikrong,14,FALSE,5.33,0.381,1,3
Assam,84.671776,168.2534981,215.4670231,5,0,Subansiri,42,FALSE,34.82,0.829,0,6
Assam,88.825325,177.9212427,282.3163223,7.2,0,Subansiri,42,FALSE,37.84,0.901,1,6
Meghalaya,55.768578,69.55306298,77.65711385,20.5,1,Brahmaputra (Guwahati gauge),49.68,TRUE,30.6,0.616,1,6
Arunachal Pradesh,1.2110463,7.183989227,10.83281523,15.3,1,Dikrong,14,FALSE,5.81,0.415,1,2
Assam,35.932922,37.25942713,72.09329267,4.9,1,Manas,33,FALSE,36.33,1.101,0,8
Mizoram,99.27392,161.9858921,191.4229436,25.9,0,Barak,20.5,FALSE,12.26,0.598,1,5
Arunachal Pradesh,0,8.382526875,26.5696891,19.6,3,Subansiri,42,FALSE,16.3,0.388,0,2
Arunachal Pradesh,0.3490052,1.254521698,132.013101,22.5,2,Brahmaputra (Dibrugarh gauge),105.7,TRUE,61.62,0.583,0,6
Manipur,12.057993,23.86371183,45.85564351,16,0,Imphal River,8,FALSE,7.22,0.902,1,4
Nagaland,0,0,2.053465128,17.9,0,Dhansiri,40,FALSE,14.2,0.355,0,2
Meghalaya,0,0,0,18.7,0,Brahmaputra (Guwahati gauge),49.68,TRUE,21.01,0.423,0,1
Assam,66.479034,112.476162,375.2826157,6.5,0,Manas,33,FALSE,32.47,0.984,1,7
Meghalaya,78.939644,109.8697209,116.6002802,16.2,0,Brahmaputra (Guwahati gauge),49.68,TRUE,28.52,0.574,1,5
